1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
1,0.00,99.84,1.65,0.02
