-107.80,2.00,-0.10
-107.87,1.97,-0.14
-107.91,1.98,-0.16
-107.94,2.01,-0.15
-107.79,2.09,-0.12
-107.74,2.06,-0.03
-107.74,1.98,-0.02
-107.71,1.98,0.00
-107.71,2.04,-0.01
-107.69,2.02,-0.04
-107.65,2.06,0.00
-107.60,2.13,0.05
-107.53,2.19,0.06
-107.48,2.34,-0.00
-107.49,2.34,0.01
-107.56,2.26,-0.06
-107.57,2.38,-0.13
-107.56,2.45,-0.14
-107.61,2.45,-0.14
-107.64,2.44,-0.10
-107.71,2.47,-0.12
-107.74,2.52,-0.20
-107.82,2.46,-0.16
-107.84,2.43,-0.10
-107.85,2.40,-0.13
-107.86,2.43,-0.15
-107.88,2.40,-0.19
-107.92,2.45,-0.22
-107.91,2.49,-0.26
-107.89,2.52,-0.28
-107.83,2.53,-0.29
-107.83,2.56,-0.32
-107.84,2.57,-0.28
-107.79,2.55,-0.29
-107.78,2.61,-0.28
-107.78,2.62,-0.27
-107.77,2.66,-0.22
-107.73,2.66,-0.18
-107.68,2.66,-0.19
-107.62,2.72,-0.20
-107.61,2.81,-0.14
-107.60,2.81,-0.11
-107.58,2.79,-0.16
-107.56,2.80,-0.25
-107.47,2.84,-0.19
-107.42,2.85,-0.12
-107.41,2.90,-0.15
-107.45,2.91,-0.20
-107.48,2.96,-0.25
-107.48,2.96,-0.26
-107.46,2.98,-0.29
-107.44,2.96,-0.31
-107.46,3.01,-0.36
-107.34,3.00,-0.37
-107.18,2.86,-0.52
-106.85,2.34,-0.91
-106.03,1.01,-2.21
-104.64,-1.25,-5.58
-102.56,-4.58,-11.35
-102.56,-4.58,-11.35
-102.56,-4.58,-11.35
-99.54,-8.74,-18.63
-99.54,-8.74,-18.63
-99.54,-8.74,-18.63
-94.72,-13.85,-29.69
-94.72,-13.85,-29.69
-94.72,-13.85,-29.69
-84.39,-20.55,-44.65
-84.39,-20.55,-44.65
-84.39,-20.55,-44.65
-84.39,-20.55,-44.65
-70.00,-23.61,-62.66
-70.00,-23.61,-62.66
-70.00,-23.61,-62.66
-70.00,-23.61,-62.66
-53.31,-22.92,-82.98
-53.31,-22.92,-82.98
-53.31,-22.92,-82.98
-53.31,-22.92,-82.98
-53.31,-22.92,-82.98
-37.02,-20.99,-102.94
-37.02,-20.99,-102.94
-37.02,-20.99,-102.94
-37.02,-20.99,-102.94
-20.55,-16.63,-122.89
-20.55,-16.63,-122.89
-20.55,-16.63,-122.89
-20.55,-16.63,-122.89
-6.10,-11.22,-141.21
-6.10,-11.22,-141.21
-6.10,-11.22,-141.21
-6.10,-11.22,-141.21
7.52,-4.94,-158.96
7.52,-4.94,-158.96
7.52,-4.94,-158.96
7.52,-4.94,-158.96
20.87,1.97,-176.98
20.87,1.97,-176.98
20.87,1.97,-176.98
20.87,1.97,-176.98
33.76,8.34,166.53
33.76,8.34,166.53
33.76,8.34,166.53
33.76,8.34,166.53
47.39,14.33,150.66
47.39,14.33,150.66
47.39,14.33,150.66
47.39,14.33,150.66
60.75,21.06,137.33
60.75,21.06,137.33
60.75,21.06,137.33
60.75,21.06,137.33
75.90,26.47,126.06
75.90,26.47,126.06
75.90,26.47,126.06
75.90,26.47,126.06
91.70,30.37,117.83
91.70,30.37,117.83
91.70,30.37,117.83
91.70,30.37,117.83
91.70,30.37,117.83
97.35,28.25,98.45
97.35,28.25,98.45
97.35,28.25,98.45
97.35,28.25,98.45
97.35,28.25,98.45
97.74,21.97,76.23
97.74,21.97,76.23
97.74,21.97,76.23
97.74,21.97,76.23
97.64,23.79,44.18
97.64,23.79,44.18
97.64,23.79,44.18
97.64,23.79,44.18
97.64,23.79,44.18
97.64,23.79,44.18
97.64,23.79,44.18
101.04,27.62,41.44
105.24,32.63,42.53
107.57,36.41,41.15
107.79,38.43,39.15
104.55,40.52,35.70
102.14,41.72,30.09
99.13,39.81,26.23
94.57,35.16,23.62
90.42,28.22,23.12
86.29,23.56,23.20
83.35,22.74,19.56
81.20,22.17,16.35
78.69,21.25,13.82
76.46,19.26,13.30
74.58,17.21,13.25
73.25,16.70,12.22
72.25,16.34,11.23
71.02,15.32,10.52
69.84,14.28,10.06
69.04,13.87,9.45
68.51,14.38,8.95
68.01,14.56,8.38
67.43,14.08,8.33
66.95,13.34,8.64
66.60,12.64,9.20
66.17,12.15,9.33
65.76,11.49,9.60
65.51,10.60,10.07
65.31,9.80,10.44
65.06,8.92,10.68
64.79,8.22,10.64
64.57,7.64,10.60
64.36,7.02,10.67
64.06,6.27,10.71
63.77,5.77,10.66
63.68,5.77,10.62
63.57,5.74,10.65
63.47,5.69,10.58
