 -49.23,0.00,
-49.19,0.00,
-49.17,0.00,
-49.16,0.00,
-49.17,0.00,
-49.13,0.00,
-49.13,0.00,
-49.10,0.00,
-49.11,0.00,
-49.11,0.00,
-49.12,0.00,
-49.12,0.00,
-49.12,0.00,
-49.13,0.00,
-49.12,0.00,
-49.11,0.00,
-49.13,0.00,
-49.13,0.00,
-49.14,0.00,
-49.13,0.00,
-49.12,0.00,
-49.13,0.00,
-49.13,0.00,
-49.14,0.00,
-49.12,0.00,
-49.13,0.00,
-49.15,0.00,
-49.09,0.00,
-49.10,-0.06,
-49.09,-0.06,
-49.10,-0.07,
-49.09,-0.06,
-49.10,-0.07,
-49.09,-0.08,
-49.05,-0.06,
-49.02,-0.06,
-48.97,-0.08,
-48.91,-0.06,
-48.84,0.00,
-48.79,0.00,
-48.75,0.00,
-48.70,0.00,
-48.67,0.00,
-48.62,0.00,
-48.59,0.00,
-48.56,0.00,
-48.53,0.00,
-48.52,0.00,
-48.52,0.00,
-48.52,0.00,
-48.52,0.00,
-48.52,0.00,
-48.54,0.00,
-48.51,0.00,
-48.55,0.00,
-48.56,0.14,
-48.57,0.19,
-48.60,-0.07,
-48.63,-0.17,
-48.69,-0.31,
-48.74,-0.41,
-48.75,-0.45,
-48.71,-0.44,
-48.69,-0.39,
-48.61,-0.33,
-48.47,-0.35,
-48.33,-0.38,
-48.19,-0.54,
-48.02,0.07,
-47.90,-0.40,
-47.89,-0.60,
-47.66,0.00,
-47.48,-0.19,
-47.25,-0.16,
-47.01,-0.10,
-46.75,-0.25,
-46.55,-0.08,
-46.45,-0.08,
-46.24,0.00,
-46.19,-0.32,
-46.43,-0.22,
-46.32,-0.16,
-45.86,-0.26,
-45.72,-0.15,
-45.68,0.26,
-45.50,0.41,
-45.39,-0.07,
-45.18,0.73,
-45.03,0.71,
-44.92,-0.09,
-44.84,-1.00,
-45.44,0.48,
-45.63,1.12,
-45.59,-0.56,
-46.03,-0.30,
-45.35,0.00,
-44.96,-0.29,
-44.80,-0.14,
-44.28,-0.10,
-44.21,-0.42,
-43.77,-0.60,
-43.32,-0.38,
-43.40,-0.82,
-43.08,-0.64,
-42.91,-0.57,
-42.60,-0.82,
-41.77,-0.55,
-41.54,-0.41,
-41.18,-0.88,
-40.45,-0.23,
-39.95,-0.23,
-39.61,-0.44,
-39.32,-0.52,
-39.58,-0.52,
-39.23,-0.18,
-38.75,0.26,
-38.42,0.09,
-38.09,-0.19,
-36.60,0.63,
-36.22,-0.19,
-35.80,-1.49,
-35.50,0.84,
-35.18,-0.13,
-34.66,-0.08,
-34.87,0.31,
-34.50,0.59,
-34.26,1.22,
-34.16,1.74,
-34.43,1.98,
-33.74,-1.16,
-33.54,0.11,
-32.66,-0.09,
-32.38,-0.34,
-31.78,-0.10,
-31.78,0.18,
-31.67,0.15,
-31.00,-0.26,
-30.84,0.29,
-30.88,-0.41,
-30.62,-0.36,
-31.24,-0.93,
-30.31,-0.39,
-30.21,-0.60,
-31.28,-0.70,
-31.49,-2.03,
-31.39,-0.68,
-31.27,-1.22,
-31.02,-0.89,
-31.25,-0.71,
-32.79,-0.47,
-32.74,-0.56,
-32.70,0.61,
-32.13,-1.63,
-32.04,-0.26,
-31.85,-0.32,
-31.60,-1.55,
-31.22,-1.70,
-30.95,-0.12,
-32.73,-0.71,
-33.14,0.00,
-33.38,-0.61,
-35.61,0.18,
-34.71,0.81,
-34.57,-0.07,
-34.41,0.48,
-34.25,0.22,
-34.18,0.95,
-34.19,0.64,
-33.60,1.02,
-33.62,0.37,
-32.91,0.35,
-32.39,0.00,
-32.58,0.12,
-33.17,0.00,
-34.02,0.57,
-33.80,0.39,
-34.00,-0.40,
-33.77,0.00,
-34.49,-1.76,
-34.67,-0.23,
-34.90,-1.23,
-35.18,-0.82,
-35.41,-0.50,
-35.68,-0.48,
-35.81,-0.72,
-35.62,0.41,
-36.56,0.67,
-36.78,-1.50,
-36.88,0.00,
-37.09,0.47,
-37.21,-0.09,
-37.20,0.29,
-37.13,0.00,
-37.11,0.00,
-36.94,0.44,
-36.89,0.05,
-36.86,0.00,
-37.01,-0.20,
-37.37,0.23,
-37.48,0.35,
-37.84,0.93,
